257	466	161
258	302	164
258	372	505
259	313	221
259	450	772
260	452	513
260	429	638
260	376	193
261	381	863
261	280	396
261	264	368
262	471	291
263	433	748
263	497	506
263	358	673
264	467	403
264	428	621
265	432	753
265	364	168
265	293	704
266	497	759
266	481	292
267	269	376
267	423	226
268	452	908
268	447	326
268	399	345
268	430	106
269	478	410
269	492	509
270	454	627
270	365	888
270	426	65
271	477	868
271	438	646
272	384	609
272	479	29
272	434	848
273	327	606
273	286	779
273	477	717
274	290	398
274	437	849
274	484	675
275	357	574
275	471	662
276	472	991
276	364	366
276	353	269
276	424	865
277	433	219
277	367	712
277	284	873
278	446	610
278	422	656
278	493	943
278	431	638
279	429	151
279	470	191
279	401	524
279	451	340
280	461	947
280	352	268
280	371	478
281	454	520
281	465	230
281	444	810
281	303	699
282	402	419
282	468	457
282	490	235
282	464	244
283	386	799
284	312	817
284	307	760
284	494	183
285	393	732
285	488	985
285	455	368
286	469	173
286	492	145
287	395	420
287	297	633
287	473	820
287	480	337
288	291	938
288	323	509
288	443	826
289	438	443
289	297	315
289	409	231
290	447	360
290	482	554
291	452	173
291	447	81
292	413	691
292	482	487
292	462	590
293	470	293
293	303	519
293	377	506
294	406	173
294	425	244
294	341	74
295	315	255
295	310	82
295	492	32
295	448	993
296	403	940
296	483	488
296	341	824
297	418	179
298	474	200
298	416	704
298	448	252
299	457	926
299	365	886
299	410	997
300	437	749
300	468	124
300	356	173
300	496	412
301	441	617
301	397	241
301	478	402
302	446	669
302	305	25
302	480	524
303	306	28
303	460	803
304	355	863
304	494	407
304	350	24
305	361	157
305	325	612
305	389	982
306	455	476
306	475	141
306	422	348
307	414	675
307	492	476
307	461	707
307	463	767
308	472	265
308	384	454
308	389	407
308	466	361
308	483	540
309	487	923
309	498	642
309	476	459
309	492	245
310	318	157
310	430	841
310	342	31
310	383	219
311	383	293
311	462	836
311	446	545
311	492	663
311	378	860
312	480	327
312	420	522
312	468	214
312	393	207
313	432	452
313	457	236
314	375	624
314	494	851
314	350	871
314	463	420
315	399	626
315	444	653
316	481	468
316	372	250
316	489	305
317	436	106
317	493	383
317	376	892
318	339	737
318	456	816
318	457	371
318	448	743
319	472	756
319	414	837
319	359	948
319	369	219
319	403	515
320	411	444
320	321	770
320	339	750
320	491	802
321	392	653
321	453	777
321	401	777
321	467	128
322	466	664
322	492	574
322	455	411
323	400	19
323	451	894
323	410	78
323	476	411
324	494	261
324	477	475
324	383	809
324	458	677
325	331	463
325	437	642
325	431	134
325	361	404
326	475	991
326	488	984
326	493	116
327	437	566
327	335	331
328	435	7
328	429	17
328	484	929
328	443	277
329	468	66
329	407	466
330	432	282
330	440	26
330	392	564
330	406	458
331	492	945
331	437	640
331	443	306
331	464	635
332	480	655
332	419	148
332	408	225
332	496	599
332	362	6
333	417	457
333	495	971
333	485	568
333	458	472
333	435	791
334	462	420
334	349	510
334	339	321
334	416	384
335	465	286
335	395	824
335	427	184
336	453	137
336	488	162
336	375	605
336	430	731
337	452	839
337	473	469
337	480	912
337	424	401
338	497	763
338	458	511
338	385	362
338	422	961
339	489	127
340	420	827
340	392	500
340	400	356
340	490	249
340	401	923
340	467	2
341	483	619
341	480	750
341	495	701
341	427	133
342	409	205
342	463	650
342	352	256
342	426	134
343	419	949
343	359	696
343	436	217
343	403	321
343	412	638
343	476	160
344	356	475
344	394	730
344	461	247
344	385	983
344	473	593
345	496	609
345	489	777
345	470	801
345	365	683
345	460	151
346	366	220
346	355	567
346	499	230
346	462	485
347	452	756
347	457	306
347	409	731
347	459	379
348	422	254
348	450	787
348	441	936
348	412	839
348	442	669
349	407	453
349	495	487
349	484	56
349	447	757
350	435	874
350	477	398
351	475	962
351	498	847
351	453	981
351	386	866
351	463	402
352	438	261
352	469	704
352	495	468
353	492	990
353	462	489
353	368	869
354	451	794
354	497	597
354	419	930
354	370	892
355	484	913
355	368	84
356	443	766
356	423	226
356	444	636
356	495	744
357	484	502
357	405	535
357	361	22
358	461	545
358	432	424
358	493	215
358	467	33
358	490	120
359	466	434
359	420	379
359	451	869
360	481	563
360	478	776
360	491	480
360	382	709
360	474	4
361	485	230
361	415	981
361	491	97
362	404	260
362	472	725
362	384	289
363	394	563
363	458	7
363	466	485
363	381	454
364	498	794
364	413	235
365	489	115
365	484	208
366	483	305
366	470	523
366	474	187
366	487	734
367	419	408
367	453	853
367	474	289
367	370	424
367	486	935
368	421	563
368	450	204
368	440	911
368	486	683
369	394	124
369	450	183
369	479	993
369	476	628
370	457	19
370	460	693
370	387	54
370	497	266
371	391	133
371	417	694
371	455	190
371	445	949
371	393	117
372	464	364
372	456	134
372	484	994
373	452	618
373	483	324
373	486	803
373	393	889
373	467	644
373	468	159
374	440	120
374	471	861
374	480	497
374	441	295
374	475	725
374	380	893
375	495	326
375	433	925
375	446	18
376	469	302
376	498	834
376	478	454
376	449	407
377	413	924
377	497	607
377	477	68
378	456	696
378	495	780
379	486	993
379	491	251
379	439	794
379	428	609
379	395	952
380	422	40
380	459	570
380	472	575
380	420	492
380	476	20
381	400	170
381	418	683
381	471	723
381	431	726
382	493	882
382	394	349
383	444	391
383	423	596
383	493	932
383	499	283
384	449	598
384	490	445
384	450	77
385	473	289
385	480	857
385	469	19
385	494	691
386	479	106
386	444	529
386	495	345
386	480	1
387	465	622
387	470	953
387	438	714
387	429	261
388	423	102
388	462	173
388	431	419
388	389	23
388	436	816
388	475	566
389	492	80
389	441	14
389	465	158
390	489	848
390	467	233
390	476	894
390	418	104
390	433	837
390	466	834
390	474	836
391	497	171
391	402	77
391	464	735
391	468	156
391	395	810
392	485	413
392	428	842
392	422	376
392	436	41
393	449	915
393	435	178
393	471	168
394	468	543
394	414	335
394	424	403
395	425	605
395	461	336
395	452	378
396	447	286
396	486	362
396	408	550
396	439	400
396	412	105
396	470	726
397	426	851
397	470	464
397	493	286
397	499	181
397	475	361
397	460	387
397	457	463
398	404	350
398	493	808
398	479	454
398	431	291
398	489	260
398	471	425
399	496	631
399	449	509
399	460	473
399	448	210
399	427	387
400	484	866
400	449	789
400	422	575
400	423	49
401	481	376
401	402	180
401	455	737
401	493	894
402	443	285
402	405	685
402	452	51
402	477	850
403	415	724
403	428	206
403	489	620
403	491	853
404	466	120
404	497	155
405	481	268
405	447	876
405	489	530
406	449	457
406	456	116
406	438	623
406	423	299
406	473	450
407	479	690
407	413	704
407	462	379
407	493	332
407	457	587
408	491	20
408	498	731
409	448	145
409	480	965
409	485	393
409	447	876
410	485	221
410	482	677
410	445	531
410	440	907
410	479	70
411	482	966
411	473	41
411	478	237
412	438	884
412	469	760
413	496	706
413	495	612
413	436	96
413	420	476
413	425	108
414	478	414
414	491	482
414	421	662
414	488	106
415	453	78
415	418	341
415	480	53
415	492	810
415	478	335
415	448	943
416	487	621
416	442	661
416	473	394
416	463	2
416	462	46
417	484	755
417	460	988
417	498	965
417	437	620
418	497	809
418	482	999
418	486	945
418	483	807
419	463	379
419	439	88
419	470	425
420	482	486
420	489	308
420	492	438
421	488	387
421	494	904
421	471	702
421	455	17
421	463	172
422	473	621
422	486	214
422	463	290
423	479	483
423	485	554
423	499	336
423	492	601
424	461	179
424	451	840
424	445	90
424	458	433
424	450	414
424	487	522
425	428	729
425	452	996
425	459	829
425	493	527
426	459	161
426	439	303
426	469	601
426	452	480
426	470	96
427	445	660
427	488	636
427	483	277
427	471	801
427	451	872
427	491	8
428	480	182
428	496	600
428	445	920
428	467	103
429	490	229
429	445	415
429	483	415
430	439	118
430	486	828
430	440	873
430	490	155
430	499	479
430	451	562
431	472	524
431	497	957
431	476	28
431	466	685
431	496	141
432	472	953
432	490	155
432	442	979
432	465	607
433	436	500
433	446	319
433	453	380
433	494	833
433	479	918
434	466	51
434	498	583
434	478	61
434	459	739
434	464	779
434	497	264
435	449	739
435	473	989
435	481	895
435	455	219
436	467	436
436	476	1000
436	449	815
436	464	902
437	498	505
437	474	214
437	475	475
438	465	223
438	444	981
438	447	549
438	485	392
439	473	60
439	487	485
439	488	952
439	449	29
439	478	552
440	499	404
440	494	281
440	465	641
440	466	529
441	460	753
441	471	373
441	445	719
441	483	398
442	493	665
442	490	999
442	486	861
442	465	721
442	487	373
443	487	943
443	489	749
443	469	748
444	497	582
444	462	178
444	450	490
444	469	297
444	472	881
445	499	306
446	499	57
446	468	817
447	482	981
447	464	128
448	490	771
448	480	969
448	491	267
449	499	615
449	464	659
449	477	927
450	472	160
450	487	939
450	478	257
450	497	262
451	456	694
451	461	882
451	483	677
451	484	191
451	495	456
451	496	483
452	488	5
453	469	210
453	493	566
453	494	374
453	474	794
453	454	318
454	498	782
454	457	954
454	483	293
454	485	933
454	484	569
454	487	422
454	481	381
455	498	950
455	487	97
455	491	184
455	484	960
456	471	525
456	469	763
456	473	275
456	490	819
456	479	235
457	480	931
457	475	979
457	461	28
458	491	969
458	496	859
458	481	778
458	477	618
458	475	706
458	498	207
459	488	277
459	487	63
459	477	617
459	470	339
460	498	729
460	471	758
460	495	171
460	464	852
461	485	761
461	486	887
461	481	333
462	498	200
462	473	751
462	483	319
463	487	5
463	485	860
463	478	926
464	488	611
464	490	553
464	472	683
465	498	376
465	496	864
466	481	143
466	475	784
467	499	244
467	471	637
467	496	389
468	477	530
468	473	833
469	498	247
469	470	121
470	482	883
472	488	243
472	497	244
472	473	376
474	487	977
474	494	747
475	476	451
475	499	692
475	496	487
475	491	787
477	497	600
478	495	621
478	487	893
478	485	499
478	496	851
479	488	923
479	498	500
479	499	810
479	495	552
481	499	930
481	489	247
482	493	573
482	490	812
482	488	180
482	492	335
483	488	63
483	491	367
484	489	948
484	490	334
485	489	558
485	486	831
485	493	75
485	498	997
486	490	188
486	497	634
487	499	465
487	488	2
490	492	852
492	494	561
494	496	280
494	497	469
496	499	570
497	499	951
